scout,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome_x,foto,posicao,status,id,clube_nome,clube_sigla
{},0,86686,1,267,4,6,0,0.0,0.0,6.0,False,tche-tche,Tchê Tchê,T. Tchê,Danilo das Neves Pinheiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
"{'DS': 2, 'FC': 1, 'FS': 1, 'GC': 1}",1,105175,1,275,2,7,0,0.2,-1.2,5.8,True,khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Lateral,Provável,275,PAL,PAL
{},0,72279,1,2305,1,6,0,0.0,0.0,2.0,False,thomazella,Thomazella,Thomazella,Carlos Eduardo Lecciolle Thomazella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Goleiro,Nulo,2305,MIR,MIR
{},0,79066,1,2305,1,6,0,0.0,0.0,3.0,False,alex-muralha,Alex Muralha,A. Muralha,Alex Roberto Santana Rafael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Goleiro,Nulo,2305,MIR,MIR
{},0,73318,1,2305,2,5,0,0.0,0.0,4.0,False,daniel-borges,Daniel Borges,D. Borges,Daniel Fortunato Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Lateral,Contundido,2305,MIR,MIR
{},0,133679,1,275,3,6,0,0.0,0.0,3.0,False,benedetti,Benedetti,Benedetti,Luiz Gustavo Roncholeta Benedetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Zagueiro,Nulo,275,PAL,PAL
{},0,136156,1,275,4,6,0,0.0,0.0,3.0,False,larson,Larson,Larson,Larson Torna Ferreira dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Nulo,275,PAL,PAL
{'DS': 1},1,97460,1,2305,3,7,0,1.5,-0.56,5.44,True,joao-victor,João Victor,J. Victor,João Victor Carroll Santana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Zagueiro,Provável,2305,MIR,MIR
"{'DS': 1, 'FC': 2, 'FS': 2}",1,141451,1,275,4,7,0,1.9,-2.24,13.76,True,allan,Allan,Allan,Allan Andrade Elias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Provável,275,PAL,PAL
{},0,81005,1,2305,5,5,0,0.0,0.0,5.0,False,andre-luis,André Luis,A. Luis,André Luis Silva de Aguiar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Contundido,2305,MIR,MIR
{},0,90917,1,2305,5,7,0,0.0,0.0,5.0,False,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Ferreira de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Provável,2305,MIR,MIR
"{'A': 1, 'DS': 2, 'FC': 1, 'FD': 1, 'FF': 1}",1,97321,1,2305,5,7,0,9.7,2.13,9.13,True,alesson,Alesson,Alesson,Alesson dos Santos Batista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Provável,2305,MIR,MIR
{'DS': 1},1,86863,1,2305,3,6,0,1.5,-0.2,3.8,True,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio da Silva Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Zagueiro,Nulo,2305,MIR,MIR
"{'DS': 3, 'FS': 2}",1,83263,1,2305,4,7,0,5.5,1.02,6.02,True,yuri-lara,Yuri Lara,Y. Lara,Yuri Lima Lara,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Meia,Provável,2305,MIR,MIR
{},0,97520,1,2305,4,6,0,0.0,0.0,5.0,False,shaylon,Shaylon,Shaylon,Shaylon Kallyson Cardozo - Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Meia,Nulo,2305,MIR,MIR
"{'CA': 1, 'FC': 2, 'FF': 1, 'I': 1}",1,102667,1,2305,5,6,0,-0.9,-1.04,2.96,True,nathan-fogaca,Nathan Fogaça,N. Fogaça,Nathan Uiliam Fogaça - Uilian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Nulo,2305,MIR,MIR
{},0,82775,1,276,2,6,0,0.0,0.0,7.0,False,lucas-ramon,Lucas Ramon,L. Ramon,Lucas Ramon Batista Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Lateral,Nulo,276,SAO,SAO
"{'FC': 3, 'FD': 1, 'FF': 1, 'FS': 2}",1,117403,1,2305,5,6,0,2.1,0.01,4.01,True,renato-marques,Renato Marques,R. Marques,Renato Marques de Oliveira Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Nulo,2305,MIR,MIR
"{'FC': 1, 'FF': 1}",1,87742,1,2305,4,6,0,0.5,-0.73,4.27,True,neto-moura,Neto Moura,N. Moura,Antônio Francisco Moura Neto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Meia,Nulo,2305,MIR,MIR
"{'DS': 2, 'FF': 1, 'FS': 2}",1,98384,1,2305,5,7,0,4.8,0.59,6.59,True,negueba,Negueba,Negueba,Luiz Henrique Soares Firmino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Provável,2305,MIR,MIR
{'V': 1},1,104027,1,2305,6,7,0,4.8,0.59,6.59,True,rafael-guanaes,Rafael Guanaes,R. Guanaes,Rafael Silva Guanaes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Técnico,Provável,2305,MIR,MIR
{},0,104204,1,2305,5,5,0,0.0,0.0,5.0,False,edson-carioca,Edson Carioca,E. Carioca,Edson Guilherme Mendes dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Atacante,Contundido,2305,MIR,MIR
{},0,74187,1,277,4,6,0,0.0,0.0,4.0,False,rincon,Rincón,Rincón,Tomás Eduardo Rincón Hernández,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Nulo,277,SAN,SAN
{},0,81150,1,277,2,7,0,0.0,0.0,5.0,False,mayke,Mayke,Mayke,Mayke Rocha de Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Lateral,Provável,277,SAN,SAN
{},0,83257,1,277,5,7,0,0.0,0.0,9.0,False,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Atacante,Provável,277,SAN,SAN
"{'DS': 2, 'FC': 1, 'FS': 1}",1,77777,1,277,4,7,0,3.2,0.03,6.03,True,joao-schmidt,João Schmidt,J. Schmidt,João Felipe Schmidt Urbano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Provável,277,SAN,SAN
{},0,93372,1,277,3,6,0,0.0,0.0,4.0,False,joao-basso,João Basso,J. Basso,João Othávio Basso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Zagueiro,Nulo,277,SAN,SAN
{'FC': 2},1,105903,1,2305,4,6,0,-0.6,-1.12,3.88,True,aldo-filho,Aldo Filho,A. Filho,José Aldo Soares de Oliveira Filho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,Meia,Nulo,2305,MIR,MIR
"{'A': 1, 'FF': 3, 'FS': 1}",1,82455,1,277,4,7,0,7.9,1.5,8.5,True,ze-rafael,Zé Rafael,Z. Rafael,José Rafael Vivian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Provável,277,SAN,SAN
{},0,84042,1,277,5,6,0,0.0,0.0,7.0,False,tiquinho-soares,Tiquinho Soares,T. Soares,Francisco das Chagas Soares dos Santos Meireles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Atacante,Nulo,277,SAN,SAN
{},0,78478,1,277,4,5,0,0.0,0.0,7.0,False,willian-arao,Willian Arão,W. Arão,Willian Souza Arão da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Contundido,277,SAN,SAN
{},0,91866,1,277,3,6,0,0.0,0.0,6.0,False,ze-ivaldo,Zé Ivaldo,Z. Ivaldo,José Ivaldo Almeida Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Zagueiro,Nulo,277,SAN,SAN
{},1,104754,1,277,6,7,0,5.21,0.37,8.37,True,juan-vojvoda,Juan Vojvoda,J. Vojvoda,Juan Pablo Vojvoda Rizzo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Técnico,Provável,277,SAN,SAN
"{'A': 1, 'FS': 1}",1,95466,1,277,2,6,0,5.5,0.66,7.66,True,igor-vinicius,Igor Vinícius,I. Vinícius,Igor Vinícius de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Lateral,Nulo,277,SAN,SAN
{},0,130811,1,277,2,6,0,0.0,0.0,8.0,False,souza,Souza,Souza,João Victor de Souza Menezes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Lateral,Nulo,277,SAN,SAN
{},1,141754,1,277,4,5,0,0.0,-0.91,4.09,True,gabriel-bontempo,Gabriel Bontempo,G. Bontempo,Gabriel Morais Silva Bontempo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Contundido,277,SAN,SAN
{},0,87470,1,277,4,6,0,0.0,0.0,6.0,False,thaciano,Thaciano,Thaciano,Thaciano Mickael da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Nulo,277,SAN,SAN
"{'FD': 1, 'FF': 1, 'FS': 1}",1,102256,1,277,4,6,0,2.5,-0.76,8.24,True,rollheiser,Rollheiser,Rollheiser,Benjamín Rollheiser,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Meia,Nulo,277,SAN,SAN
"{'DS': 1, 'FC': 1, 'FS': 1}",1,84847,1,277,3,7,0,1.7,-0.49,5.51,True,luan-peres,Luan Peres,L. Peres,Luan Peres Petroni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Zagueiro,Provável,277,SAN,SAN
"{'DS': 1, 'FC': 1, 'FF': 2, 'FT': 1}",1,118775,1,277,5,6,0,5.8,0.94,6.94,True,lautaro-diaz,Lautaro Díaz,L. Díaz,Lautaro Ariel Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Atacante,Nulo,277,SAN,SAN
"{'CA': 1, 'FC': 1}",1,105114,1,277,3,6,0,-1.3,-1.36,3.64,True,alexis-duarte,Alexis Duarte,A. Duarte,Alexis David Duarte Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Zagueiro,Nulo,277,SAN,SAN
{},0,113690,1,277,1,6,0,0.0,0.0,2.0,False,diogenes,Diógenes,Diógenes,Diógenes Vinícius da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Goleiro,Nulo,277,SAN,SAN
{},0,102975,1,277,2,7,0,0.0,0.0,6.0,False,escobar,Escobar,Escobar,Gonzalo Daniel Escobar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Lateral,Provável,277,SAN,SAN
{},0,63008,1,276,3,6,0,0.0,0.0,5.0,False,rafael-toloi,Rafael Tolói,R. Tolói,Rafael Toloi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Zagueiro,Nulo,276,SAO,SAO
{},0,81845,1,276,4,6,0,0.0,0.0,6.0,False,alisson,Alisson,Alisson,Alisson Euler de Freitas Castro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Nulo,276,SAO,SAO
{},0,108469,1,277,3,7,0,0.0,0.0,6.0,False,adonis-frias,Adonis Frías,A. Frías,Adonis Uriel Frías,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Zagueiro,Provável,277,SAN,SAN
{},1,142867,1,277,5,6,0,0.0,-0.73,3.27,True,robinho-jr,Robinho Jr.,R. Jr.,Robson de Souza Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Atacante,Nulo,277,SAN,SAN
"{'DS': 1, 'FD': 1, 'FF': 1}",1,141868,1,277,2,6,0,3.5,0.68,3.68,True,vinicius-lira,Vinicius Lira,V. Lira,Vinicius Rodrigues Lira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,Lateral,Nulo,277,SAN,SAN
{'FC': 1},1,70164,1,276,4,6,0,-0.3,-2.29,9.71,True,lucas-moura,Lucas Moura,L. Moura,Lucas Rodrigues Moura da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Nulo,276,SAO,SAO
"{'FC': 2, 'FS': 2}",1,89840,1,276,5,7,0,0.4,-2.41,11.59,True,calleri,Calleri,Calleri,Jonathan Calleri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Provável,276,SAO,SAO
"{'DS': 1, 'FF': 1}",1,77656,1,276,2,6,0,2.3,-0.28,5.72,True,cedric-soares,Cédric Soares,C. Soares,Cédric Ricardo Alves Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Lateral,Nulo,276,SAO,SAO
{},0,93716,1,267,2,2,0,0.0,0.0,10.0,False,paulo-henrique,Paulo Henrique,P. Henrique,Paulo Henrique de Oliveira Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Lateral,Dúvida,267,VAS,VAS
"{'FC': 3, 'FS': 1, 'G': 1}",1,85403,1,276,4,7,0,7.6,1.39,8.39,True,danielzinho,Danielzinho,Danielzinho,Daniel de Oliveira Sertanejo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Provável,276,SAO,SAO
{'DS': 5},1,91573,1,276,3,7,0,7.5,0.81,10.81,True,arboleda,Arboleda,Arboleda,Robert Abel Arboleda Escobar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Zagueiro,Provável,276,SAO,SAO
{},0,80570,1,276,2,6,0,0.0,0.0,7.0,False,wendell,Wendell,Wendell,Wendell Nascimento Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Lateral,Nulo,276,SAO,SAO
"{'DS': 3, 'FC': 1, 'FS': 2}",1,104075,1,276,3,7,0,5.2,0.91,5.91,True,sabino,Sabino,Sabino,José Sabino Chagas Monteiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Zagueiro,Provável,276,SAO,SAO
{},0,101290,1,276,5,6,0,0.0,0.0,8.0,False,ferreira,Ferreira,Ferreira,Aldemir dos Santos Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Nulo,276,SAO,SAO
{'DS': 5},1,106294,1,276,4,6,0,7.5,1.18,9.18,True,marcos-antonio,Marcos Antônio,M. Antônio,Marcos Antônio Silva Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Nulo,276,SAO,SAO
{'V': 1},1,103912,1,276,6,7,0,7.59,1.39,8.39,True,hernan-crespo,Hernán Crespo,H. Crespo,Hernán Jorge Crespo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Técnico,Provável,276,SAO,SAO
{'DS': 1},1,108588,1,276,5,7,0,1.5,-0.56,5.44,True,tapia,Tapia,Tapia,Gonzalo Andrés Tapia Dubournais,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Provável,276,SAO,SAO
{},0,131617,1,276,5,6,0,0.0,0.0,8.0,False,andre-silva,André Silva,A. Silva,André Oliveira e Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Nulo,276,SAO,SAO
{},0,105300,1,276,3,6,0,0.0,0.0,8.0,False,ferraresi,Ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Zagueiro,Nulo,276,SAO,SAO
"{'DS': 2, 'FC': 1}",1,141611,1,276,2,7,0,2.7,0.04,5.04,True,maik,Maik,Maik,Maik Gomes Viegas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Lateral,Provável,276,SAO,SAO
{},0,106028,1,276,1,6,0,0.0,0.0,5.0,False,coronel,Coronel,Coronel,Carlos Miguel Coronel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Goleiro,Nulo,276,SAO,SAO
{},0,118563,1,280,4,6,0,0.0,0.0,4.0,False,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonça,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,Meia,Nulo,280,RBB,RBB
"{'DS': 4, 'FC': 3, 'FD': 1, 'I': 1}",1,107873,1,276,4,7,0,6.2,0.36,10.36,True,bobadilla,Bobadilla,Bobadilla,Damián Josué Bobadilla Benítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Provável,276,SAO,SAO
{},0,140542,1,276,5,5,0,0.0,0.0,5.0,False,ryan-francisco,Ryan Francisco,R. Francisco,Ryan Francisco Rodrigues dos Santos Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Contundido,276,SAO,SAO
{},1,113359,1,276,4,7,0,0.0,-1.27,5.73,True,pablo-maia,Pablo Maia,P. Maia,Pablo Gonçalves Maia Fortunato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Meia,Provável,276,SAO,SAO
"{'DS': 2, 'FC': 1, 'FS': 1}",1,99889,1,276,3,7,0,3.2,-0.15,6.85,True,alan-franco,Alan Franco,A. Franco,Alan Javier Franco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Zagueiro,Provável,276,SAO,SAO
{},1,72391,1,267,6,7,0,4.0,-0.05,7.95,True,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Técnico,Provável,267,VAS,VAS
"{'DS': 2, 'FS': 3}",1,71123,1,267,4,7,0,4.5,0.31,7.31,True,thiago-mendes,Thiago Mendes,T. Mendes,Thiago Henrique Mendes Ribeiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Provável,267,VAS,VAS
{},0,117818,1,276,1,6,0,0.0,0.0,3.0,False,young,Young,Young,Young Navarro Moraes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Goleiro,Nulo,276,SAO,SAO
{},0,90309,1,267,5,2,0,0.0,0.0,5.0,False,david,David,David,David Correa da Fonseca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Atacante,Dúvida,267,VAS,VAS
{},0,81091,1,267,4,6,0,0.0,0.0,6.0,False,jair,Jair,Jair,Jair Rodrigues Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
{},0,108683,1,275,4,6,0,0.0,0.0,5.0,False,emiliano-martinez,Emiliano Martínez,E. Martínez,Emiliano Martínez Toranza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Nulo,275,PAL,PAL
"{'FC': 5, 'FS': 1}",1,146040,1,364,5,7,0,-1.0,-0.9,2.1,True,joao-pedro,João Pedro,J. Pedro,João Pedro Sousa Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Atacante,Provável,364,REM,REM
"{'A': 1, 'DS': 1, 'I': 1}",1,99213,1,267,2,2,0,6.4,1.34,6.34,True,puma-rodriguez,Puma Rodríguez,P. Rodríguez,José Luis Rodríguez Bebanz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Lateral,Dúvida,267,VAS,VAS
{},0,86410,1,267,2,6,0,0.0,0.0,4.0,False,victor-luis,Victor Luis,V. Luis,Victor Luis Chuab Zamblauskas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Lateral,Nulo,267,VAS,VAS
"{'DS': 1, 'FC': 3, 'FF': 1, 'FS': 1, 'GC': 1}",1,97095,1,267,3,7,0,-1.1,-2.02,6.98,True,carlos-cuesta,Carlos Cuesta,C. Cuesta,Carlos Eccehomo Cuesta Figueroa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Zagueiro,Provável,267,VAS,VAS
{},0,95936,1,267,1,6,0,0.0,0.0,2.0,False,daniel-fuzato,Daniel Fuzato,D. Fuzato,Daniel Cerântula Fuzato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Goleiro,Nulo,267,VAS,VAS
{},0,115141,1,267,3,6,0,0.0,0.0,4.0,False,lucas-freitas,Lucas Freitas,L. Freitas,Lucas de Freitas Molarinho Chagas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Zagueiro,Nulo,267,VAS,VAS
{},0,111682,1,267,4,6,0,0.0,0.0,6.0,False,adson,Adson,Adson,Adson Ferreira Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
{'FC': 1},1,105584,1,267,2,7,0,-0.3,-1.74,7.26,True,lucas-piton,Lucas Piton,L. Piton,Lucas Piton Crivellaro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Lateral,Provável,267,VAS,VAS
"{'DS': 1, 'FC': 2, 'FS': 2}",1,117330,1,267,3,7,0,1.9,-0.79,7.21,True,robert-renan,Robert Renan,R. Renan,Robert Renan Alves Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Zagueiro,Provável,267,VAS,VAS
{},0,99198,1,267,5,6,0,0.0,0.0,11.0,False,vegetti,Vegetti,Vegetti,Pablo Vegetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Atacante,Nulo,267,VAS,VAS
